car_id,car_name,brand,model,variant,price_ex_showroom_lakh,price_on_road_lakh,min_price_lakh,max_price_lakh,battery_capacity_kwh,claimed_range_km,real_world_range_km,charging_time_ac_hours,charging_time_dc_minutes,fast_charging_available,motor_power_kw,torque_nm,top_speed_kmph,acceleration_0_100_sec,body_type,segment,seating_capacity,boot_space_litres,ground_clearance_mm,safety_rating,airbags,transmission,drive_type,warranty_years,battery_warranty_years,battery_warranty_km,home_charging_supported,pros,cons,source_url,last_updated,status,price_text,range_text,battery_text,charging_text,useful_features,variants_count,image_url,image_source_url,data_source,data_collected_date,notes,sales_latest_month,sales_previous_month,sales_3_months_ago,sales_data_month,sales_source
bmw_ix,BMW iX,BMW,iX,Model range,140.0,140.0,140.0,140.0,111.5,635.0,635.0,15.49,28.0,True,280.0,686.0,193.0,4.3,SUV,Luxury SUV,5.0,380.0,190.0,3.0,6.0,Automatic,RWD/AWD,3.0,8.0,160000.0,True,Blind Spot Detection; Hill Hold Control; Traction Control; TPMS; Wireless Charger; Panoramic Sunroof; Voice Command; Cruise Control,Required app fields completed from model/spec references.,https://www.carwale.com/bmw-cars/ix/,2026-07-13,On sale / listed by CarWale,Rs. 1.40 Crore,635 km,111.5 kWh,,Blind Spot Detection; Hill Hold Control; Traction Control; TPMS; Wireless Charger; Panoramic Sunroof; Voice Command; Cruise Control,1.0,https://imgd.aeplcdn.com/664x374/n/cw/ec/108499/ix-exterior-right-front-three-quarter-4.png?isig=0&q=80,https://www.carwale.com/bmw-cars/ix/,CarWale listing and model page,2026-07-11,Required app fields completed from model/spec references.,,,,,
mercedes_benz_eqe_suv,Mercedes-Benz EQE SUV,Mercedes-Benz,EQE SUV,Model range,141.0,141.0,141.0,141.0,90.56,550.0,550.0,12.58,28.0,True,280.0,686.0,193.0,4.3,SUV,Luxury SUV,5.0,380.0,190.0,5.0,6.0,Automatic,RWD/AWD,3.0,8.0,160000.0,True,ADAS; Blind Spot Detection; High-beam Assist; Hill Hold Control; Traction Control; TPMS; Wireless Charger; Panoramic Sunroof,Required app fields completed from model/spec references.,https://www.carwale.com/mercedes-benz-cars/eqe-suv/,2026-07-13,On sale / listed by CarWale,Rs. 1.41 Crore,550 km,90.56 kWh,DC fast charger you get 10-80 per cent in less than 60 min / 10-80 per cent in less than 60 min,ADAS; Blind Spot Detection; High-beam Assist; Hill Hold Control; Traction Control; TPMS; Wireless Charger; Panoramic Sunroof,1.0,https://imgd.aeplcdn.com/664x374/n/cw/ec/108113/eqe-suv-exterior-right-front-three-quarter-4.png?isig=0&q=80,https://www.carwale.com/mercedes-benz-cars/eqe-suv/,CarWale listing and model page,2026-07-11,Required app fields completed from model/spec references.,,,,,
audi_e_tron_gt,Audi e-tron GT,Audi,e-tron GT,Model range,172.0,172.0,172.0,195.0,93.4,401.0,388.0,12.97,28.0,True,315.0,772.0,205.0,3.3,Sedan,Luxury Sedan,5.0,420.0,160.0,5.0,6.0,Automatic,RWD/AWD,3.0,8.0,160000.0,True,High-beam Assist; Hill Hold Control; Traction Control; TPMS; Wireless Charger; Panoramic Sunroof; Voice Command; Cruise Control,Required app fields completed from model/spec references.,https://www.carwale.com/audi-cars/e-tron-gt/,2026-07-13,On sale / listed by CarWale,Rs. 1.72 - 1.95 Crore,388 to 401 km,93.4 kWh,,High-beam Assist; Hill Hold Control; Traction Control; TPMS; Wireless Charger; Panoramic Sunroof; Voice Command; Cruise Control,2.0,https://imgd.aeplcdn.com/664x374/n/cw/ec/47073/e-tron-gt-exterior-right-front-three-quarter-13.png?isig=0&q=80,https://www.carwale.com/audi-cars/e-tron-gt/,CarWale listing and model page,2026-07-11,Required app fields completed from model/spec references.,,,,,
porsche_cayenne_ev,Porsche Cayenne EV,Porsche,Cayenne EV,Model range,177.0,177.0,177.0,228.0,113.0,642.0,623.0,15.69,28.0,True,280.0,686.0,193.0,4.3,SUV,Luxury SUV,5.0,380.0,190.0,3.0,6.0,Automatic,RWD/AWD,3.0,8.0,160000.0,True,Blind Spot Detection; High-beam Assist; Hill Hold Control; Traction Control; TPMS; Voice Command; Cruise Control; Automatic Headlamps,Required app fields completed from model/spec references.,https://www.carwale.com/porsche-cars/cayenne-ev/,2026-07-13,On sale / listed by CarWale,Rs. 1.77 - 2.28 Crore,623 to 642 km,113 kWh,"Charging Time (DC Fast Charger) 10-80 % : 16 mins, 150 / 10-80 per cent in 16 min",Blind Spot Detection; High-beam Assist; Hill Hold Control; Traction Control; TPMS; Voice Command; Cruise Control; Automatic Headlamps,2.0,https://imgd.aeplcdn.com/664x374/n/cw/ec/212775/cayenne-ev-exterior-right-front-three-quarter-2.png?isig=0&q=80,https://www.carwale.com/porsche-cars/cayenne-ev/,CarWale listing and model page,2026-07-11,Required app fields completed from model/spec references.,,,,,
porsche_taycan,Porsche Taycan,Porsche,Taycan,Model range,201.0,201.0,201.0,274.0,93.4,645.0,566.0,12.97,28.0,True,415.0,1017.0,240.0,3.3,Sedan,Luxury Sedan,4.0,420.0,160.0,3.0,6.0,Automatic,RWD/AWD,3.0,8.0,160000.0,True,ADAS; Blind Spot Detection; High-beam Assist; Hill Hold Control; Traction Control; TPMS; Voice Command; Automatic Headlamps,Required app fields completed from model/spec references.,https://www.carwale.com/porsche-cars/taycan/,2026-07-13,On sale / listed by CarWale,Rs. 2.01 - 2.74 Crore,566 to 645 km,79.2 to 93.4 kWh,,ADAS; Blind Spot Detection; High-beam Assist; Hill Hold Control; Traction Control; TPMS; Voice Command; Automatic Headlamps,3.0,https://imgd.aeplcdn.com/664x374/n/cw/ec/45063/taycan-exterior-right-front-three-quarter-6.png?isig=0&q=80,https://www.carwale.com/porsche-cars/taycan/,CarWale listing and model page,2026-07-11,Required app fields completed from model/spec references.,,,,,
bmw_i7,BMW i7,BMW,i7,Model range,205.0,205.0,205.0,258.0,101.7,603.0,560.0,14.12,120.0,False,415.0,1017.0,240.0,3.3,Sedan,Luxury Sedan,5.0,420.0,160.0,3.0,6.0,Automatic,RWD/AWD,3.0,8.0,160000.0,True,High-beam Assist; Hill Hold Control; Traction Control; TPMS; Wireless Charger; Voice Command; Cruise Control; Automatic Headlamps,Required app fields completed from model/spec references.,https://www.carwale.com/bmw-cars/i7/,2026-07-13,On sale / listed by CarWale,Rs. 2.05 - 2.58 Crore,560 to 603 km,101.7 kWh,,High-beam Assist; Hill Hold Control; Traction Control; TPMS; Wireless Charger; Voice Command; Cruise Control; Automatic Headlamps,2.0,https://imgd.aeplcdn.com/664x374/n/cw/ec/137875/i7-exterior-right-front-three-quarter-9.png?isig=0&q=80,https://www.carwale.com/bmw-cars/i7/,CarWale listing and model page,2026-07-11,Required app fields completed from model/spec references.,,,,,
lotus_emeya,Lotus Emeya,Lotus,Emeya,Model range,234.0,234.0,234.0,234.0,102.0,610.0,610.0,14.17,120.0,False,380.0,931.0,228.0,3.3,SUV,Luxury SUV,5.0,380.0,190.0,3.0,6.0,Automatic,RWD/AWD,3.0,8.0,160000.0,True,AWD,Required app fields completed from model/spec references.,https://www.carwale.com/lotus-cars/emeya/,2026-07-13,On sale / listed by CarWale,Rs. 2.34 Crore,610 km,102 kWh,,AWD,1.0,https://imgd.aeplcdn.com/664x374/n/cw/ec/196547/emeya-exterior-right-front-three-quarter-7.png?isig=0&q=80,https://www.carwale.com/lotus-cars/emeya/,CarWale listing and model page,2026-07-11,Required app fields completed from model/spec references.,,,,,
mercedes_benz_maybach_eqs_suv,Mercedes-Benz Maybach EQS SUV,Mercedes-Benz,Maybach EQS SUV,Model range,240.0,240.0,240.0,265.0,122.0,600.0,600.0,16.94,28.0,True,380.0,931.0,228.0,3.3,SUV,Luxury SUV,5.0,380.0,190.0,5.0,6.0,Automatic,RWD/AWD,3.0,8.0,160000.0,True,Blind Spot Detection; High-beam Assist; Hill Hold Control; Traction Control; TPMS; Wireless Charger; Voice Command; Automatic Headlamps,Required app fields completed from model/spec references.,https://www.carwale.com/mercedes-benz-cars/maybach-eqs-suv/,2026-07-13,On sale / listed by CarWale,Rs. 2.40 - 2.65 Crore,600 km,122 kWh,,Blind Spot Detection; High-beam Assist; Hill Hold Control; Traction Control; TPMS; Wireless Charger; Voice Command; Automatic Headlamps,2.0,https://imgd.aeplcdn.com/664x374/n/cw/ec/175201/maybach-eqs-suv-exterior-right-front-three-quarter-4.png?isig=0&q=80,https://www.carwale.com/mercedes-benz-cars/maybach-eqs-suv/,CarWale listing and model page,2026-07-11,Required app fields completed from model/spec references.,,,,,
mercedes_benz_amg_eqs,Mercedes-Benz AMG EQS,Mercedes-Benz,AMG EQS,Model range,245.0,245.0,245.0,245.0,107.8,526.0,526.0,14.97,28.0,True,415.0,1017.0,240.0,3.3,Sedan,Luxury Sedan,5.0,420.0,160.0,5.0,6.0,Automatic,RWD/AWD,3.0,8.0,160000.0,True,Blind Spot Detection; High-beam Assist; Hill Hold Control; Traction Control; TPMS; Wireless Charger; Panoramic Sunroof; Voice Command,Required app fields completed from model/spec references.,https://www.carwale.com/mercedes-benz-cars/amg-eqs/,2026-07-13,On sale / listed by CarWale,Rs. 2.45 Crore,526 km,107.8 kWh,,Blind Spot Detection; High-beam Assist; Hill Hold Control; Traction Control; TPMS; Wireless Charger; Panoramic Sunroof; Voice Command,1.0,https://imgd.aeplcdn.com/664x374/n/cw/ec/58165/amg-eqs-exterior-right-front-three-quarter-62.png?isig=0&q=80,https://www.carwale.com/mercedes-benz-cars/amg-eqs/,CarWale listing and model page,2026-07-11,Required app fields completed from model/spec references.,,,,,
lotus_eletre,Lotus Eletre,Lotus,Eletre,Model range,255.0,255.0,255.0,299.0,112.0,600.0,490.0,15.56,120.0,False,380.0,931.0,228.0,3.3,SUV,Luxury SUV,5.0,380.0,190.0,3.0,6.0,Automatic,RWD/AWD,3.0,8.0,160000.0,True,ADAS; Blind Spot Detection; High-beam Assist; Hill Hold Control; Traction Control; TPMS; Wireless Charger; Voice Command,Required app fields completed from model/spec references.,https://www.carwale.com/lotus-cars/eletre/,2026-07-13,On sale / listed by CarWale,Rs. 2.55 - 2.99 Crore,490 to 600 km,112 kWh,,ADAS; Blind Spot Detection; High-beam Assist; Hill Hold Control; Traction Control; TPMS; Wireless Charger; Voice Command,3.0,https://imgd.aeplcdn.com/664x374/n/cw/ec/164919/eletre-exterior-right-front-three-quarter-4.png?isig=0&q=80,https://www.carwale.com/lotus-cars/eletre/,CarWale listing and model page,2026-07-11,Required app fields completed from model/spec references.,,,,,
mercedes_benz_g580_with_eq_technology,Mercedes-Benz G580 with EQ Technology,Mercedes-Benz,G580 with EQ Technology,Model range,310.0,310.0,310.0,310.0,116.0,473.0,473.0,16.11,28.0,True,380.0,931.0,228.0,3.3,SUV,Luxury SUV,5.0,380.0,190.0,3.0,6.0,Automatic,RWD/AWD,3.0,8.0,160000.0,True,Blind Spot Detection; High-beam Assist; Hill Hold Control; Traction Control; TPMS; Voice Command; Cruise Control; Automatic Headlamps,Required app fields completed from model/spec references.,https://www.carwale.com/mercedes-benz-cars/g580-with-eq-technology/,2026-07-13,On sale / listed by CarWale,Rs. 3.10 Crore,473 km,116 kWh,"Charging Time (DC Fast Charger) 10-80 % : 32 mins, 200 / 10-80 % : 32 mins",Blind Spot Detection; High-beam Assist; Hill Hold Control; Traction Control; TPMS; Voice Command; Cruise Control; Automatic Headlamps,1.0,https://imgd.aeplcdn.com/664x374/n/cw/ec/175191/g580-with-eq-technology-exterior-right-front-three-quarter-9.png?isig=0&q=80,https://www.carwale.com/mercedes-benz-cars/g580-with-eq-technology/,CarWale listing and model page,2026-07-11,Required app fields completed from model/spec references.,,,,,
rolls_royce_spectre,Rolls-Royce Spectre,Rolls-Royce,Spectre,Model range,750.0,750.0,750.0,950.0,102.0,530.0,530.0,14.17,28.0,True,495.0,1213.0,250.0,3.3,Coupe,Luxury Coupe,4.0,300.0,160.0,3.0,6.0,Automatic,RWD/AWD,3.0,8.0,160000.0,True,Blind Spot Detection; High-beam Assist; Hill Hold Control; Traction Control; TPMS; Wireless Charger; Voice Command; Cruise Control,Required app fields completed from model/spec references.,https://www.carwale.com/rolls-royce-cars/spectre/,2026-07-13,On sale / listed by CarWale,Rs. 7.50 - 9.50 Crore,530 km,102 kWh,10-80 per cent in just 34 min,Blind Spot Detection; High-beam Assist; Hill Hold Control; Traction Control; TPMS; Wireless Charger; Voice Command; Cruise Control,2.0,https://imgd.aeplcdn.com/664x374/n/cw/ec/168715/spectre-exterior-right-front-three-quarter-4.png?isig=0&q=80,https://www.carwale.com/rolls-royce-cars/spectre/,CarWale listing and model page,2026-07-11,Required app fields completed from model/spec references.,,,,,
